Holiday,Temperature,Rainfall_last_hour,Snowfall_last_hour,Cloud_Cover,Weather,Weather_Desc,TimeStamp,Date,Traffic_Vol
,260.82,0,0,65,Cloudy skies,Fragmented clouds,18-12-2016 04:00,18-12-2016,1546.22
,262.2,0,0,64,Cloudy skies,Fragmented clouds,18-12-2016 05:00,18-12-2016,4009.72
,263.27,0,0,65,Cloudy skies,Fragmented clouds,18-12-2016 06:00,18-12-2016,7890.22
,264.12,0,0,65,Cloudy skies,Fragmented clouds,18-12-2016 07:00,18-12-2016,8518.12
,265.75,0,0,64,Cloudy skies,Fragmented clouds,18-12-2016 08:00,18-12-2016,8043.62
,266.68,0,0,65,Cloudy skies,Fragmented clouds,18-12-2016 09:00,18-12-2016,7095.92
,269.1,0,0,65,Cloudy skies,Fragmented clouds,18-12-2016 10:00,18-12-2016,6596.72
,270.78,0,0,64,Cloudy skies,Fragmented clouds,18-12-2016 11:00,18-12-2016,6928.22
,272.45,0,0,64,Cloudy skies,Fragmented clouds,18-12-2016 12:00,18-12-2016,7085.52
,273.55,0,0,64,Cloudy skies,Fragmented clouds,18-12-2016 13:00,18-12-2016,7197.32
,274.55,0.465714286,0,65,Rainfall,Soft rain,18-12-2016 14:00,18-12-2016,7433.92
,275.38,0.99,0,65,Rainfall,Soft rain,18-12-2016 15:00,18-12-2016,8220.42
,275.96,0.76,0,64,Rainfall,Soft rain,18-12-2016 16:00,18-12-2016,8535.02
,273.35,0.25,0,64,Rainfall,Soft rain,18-12-2016 17:00,18-12-2016,7959.12
,272.94,0,0,64,Cloudy skies,Fragmented clouds,18-12-2016 19:00,18-12-2016,4692.22
,271.73,0.51,0,1,Rainfall,Soft rain,18-12-2016 20:00,18-12-2016,4073.42
,277.493,0,0,64,Cloudy skies,Fragmented clouds,18-12-2016 22:00,18-12-2016,2998.32
,277.693,0,0,64,Cloudy skies,Fragmented clouds,18-12-2016 23:00,18-12-2016,1876.42
,277.093,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 00:00,19-12-2016,1219.92
,276.993,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 01:00,19-12-2016,906.62
,277.793,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 02:00,19-12-2016,805.22
,268.33,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 03:00,19-12-2016,896.22
,267.59,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 04:00,19-12-2016,1465.62
,266.41,0,0,65,Cloudy skies,Fragmented clouds,19-12-2016 05:00,19-12-2016,3977.22
,266.36,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 06:00,19-12-2016,7843.42
,265.12,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 07:00,19-12-2016,8185.32
,264.66,0,0,65,Cloudy skies,Fragmented clouds,19-12-2016 08:00,19-12-2016,7920.12
,264.97,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 09:00,19-12-2016,7189.52
,264.79,0,0,65,Cloudy skies,Fragmented clouds,19-12-2016 10:00,19-12-2016,6752.72
,265.07,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 11:00,19-12-2016,7012.72
,264.78,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 12:00,19-12-2016,7110.22
,265.77,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 13:00,19-12-2016,7457.32
,265.35,0,0,65,Cloudy skies,Fragmented clouds,19-12-2016 14:00,19-12-2016,7643.22
,265.31,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 15:00,19-12-2016,8256.82
,265.08,0,0,65,Cloudy skies,Fragmented clouds,19-12-2016 16:00,19-12-2016,8623.42
,264.72,0,0,90,Cloudy skies,Full cloud cover,19-12-2016 17:00,19-12-2016,7860.32
,264.87,0,0,64,Cloudy skies,Fragmented clouds,19-12-2016 19:00,19-12-2016,4772.82
,265.05,0,0,65,Snowfall,Flurries,19-12-2016 20:00,19-12-2016,4053.92
,264.71,0,0,64,Snowfall,Snowfall,19-12-2016 21:00,19-12-2016,3754.92
,264.74,0,0,64,Snowfall,Flurries,19-12-2016 22:00,19-12-2016,3398.72
,265.2,28.71428571,0,64,Rainfall,Torrential downpour,19-12-2016 23:00,19-12-2016,1967.42
,264.83,14.81571429,0,65,Rainfall,Intense rainfall,20-12-2016 00:00,20-12-2016,1213.42
,264.64,0.508571429,0,65,Rainfall,Soft rain,20-12-2016 01:00,20-12-2016,972.92
,264.37,0,0,64,Snowfall,Flurries,20-12-2016 02:00,20-12-2016,894.92
,264.82,0,0,64,Snowfall,Flurries,20-12-2016 03:00,20-12-2016,963.82
,264.79,0,0,64,Snowfall,Flurries,20-12-2016 04:00,20-12-2016,1463.02
,263.56,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 05:00,20-12-2016,3658.72
,263.04,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 06:00,20-12-2016,7206.42
,262.87,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 07:00,20-12-2016,8108.62
,263.39,0,0,76,Cloudy skies,Fragmented clouds,20-12-2016 08:00,20-12-2016,7202.52
,264.47,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 10:00,20-12-2016,6544.72
,264,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 11:00,20-12-2016,7413.12
,265.02,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 12:00,20-12-2016,7375.42
,265.04,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 13:00,20-12-2016,7548.32
,266.25,0,0,65,Cloudy skies,Fragmented clouds,20-12-2016 14:00,20-12-2016,7848.62
,266.08,0,0,65,Cloudy skies,Fragmented clouds,20-12-2016 15:00,20-12-2016,8051.42
,265.76,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 16:00,20-12-2016,8068.32
,266.04,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 17:00,20-12-2016,7721.22
,266.12,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 19:00,20-12-2016,5015.92
,265.76,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 20:00,20-12-2016,4116.32
,264.96,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 21:00,20-12-2016,4013.62
,265.75,0,0,65,Cloudy skies,Fragmented clouds,20-12-2016 22:00,20-12-2016,3987.62
,264.81,0,0,64,Cloudy skies,Fragmented clouds,20-12-2016 23:00,20-12-2016,2811.12
,265.19,0,0,64,Cloudy skies,Fragmented clouds,21-12-2016 00:00,21-12-2016,1776.32
,265.5,0,0,64,Cloudy skies,Fragmented clouds,21-12-2016 01:00,21-12-2016,1317.42
,266.07,0,0,65,Cloudy skies,Fragmented clouds,21-12-2016 02:00,21-12-2016,1096.42
,265.46,0,0,64,Snowfall,Flurries,21-12-2016 03:00,21-12-2016,858.52
,265.56,0,0,64,Cloudy skies,Fragmented clouds,21-12-2016 04:00,21-12-2016,931.32
,264.8,0,0,64,Cloudy skies,Fragmented clouds,21-12-2016 05:00,21-12-2016,1366.82
,265.67,0,0,65,Cloudy skies,Fragmented clouds,21-12-2016 06:00,21-12-2016,1977.82
,265.18,0,0,64,Cloudy skies,Fragmented clouds,21-12-2016 07:00,21-12-2016,2701.92
,265.13,0,0,64,Cloudy skies,Fragmented clouds,21-12-2016 08:00,21-12-2016,3869.32
,265.33,0,0,65,Cloudy skies,Fragmented clouds,21-12-2016 09:00,21-12-2016,4726.02
,266.45,0,0,64,Snowfall,Flurries,21-12-2016 10:00,21-12-2016,5389.02
,266.36,0,0,64,Cloudy skies,Fragmented clouds,21-12-2016 11:00,21-12-2016,6020.82
,268.09,0,0,64,Snowfall,Flurries,21-12-2016 12:00,21-12-2016,6348.42
,268,0,0,64,Snowfall,Flurries,21-12-2016 13:00,21-12-2016,6144.32
,267.87,0,0,64,Snowfall,Flurries,21-12-2016 14:00,21-12-2016,6323.72
,267.73,0,0,64,Snowfall,Flurries,21-12-2016 15:00,21-12-2016,6443.32
,267.8,0,0,64,Snowfall,Flurries,21-12-2016 16:00,21-12-2016,6603.22
,267.51,0,0,90,Snowfall,Flurries,21-12-2016 17:00,21-12-2016,6305.52
,266.97,0,0,64,Cloudy skies,Fragmented clouds,21-12-2016 19:00,21-12-2016,4503.72
,266.81,0,0,65,Snowfall,Flurries,21-12-2016 20:00,21-12-2016,4033.12
,266.71,0,0,65,Snowfall,Flurries,21-12-2016 21:00,21-12-2016,3991.52
,265.79,0,0,64,Snowfall,Flurries,21-12-2016 22:00,21-12-2016,3667.82
,265.03,0,0,64,Cloudy skies,Fragmented clouds,21-12-2016 23:00,21-12-2016,2672.02
,264.03,0,0,64,Cloudy skies,Fragmented clouds,22-12-2016 00:00,22-12-2016,1854.32
,264.11,0,0,64,Cloudy skies,Fragmented clouds,22-12-2016 01:00,22-12-2016,1413.62
,264.23,0,0,64,Snowfall,Flurries,22-12-2016 02:00,22-12-2016,1127.62
,264.63,0,0,64,Snowfall,Flurries,22-12-2016 03:00,22-12-2016,850.72
,264.73,0,0,64,Snowfall,Flurries,22-12-2016 04:00,22-12-2016,772.72
,264.23,0,0,64,Snowfall,Flurries,22-12-2016 06:00,22-12-2016,1448.72
,264.83,0,0,65,Snowfall,Flurries,22-12-2016 07:00,22-12-2016,1736.02
,265.28,0,0,64,Snowfall,Flurries,22-12-2016 08:00,22-12-2016,2510.82
,265.73,0,0,64,Snowfall,Flurries,22-12-2016 09:00,22-12-2016,3667.82
,267.32,0,0,64,Cloudy skies,Fragmented clouds,22-12-2016 10:00,22-12-2016,4541.42
,265.95,0,0,90,Snowfall,Flurries,22-12-2016 11:00,22-12-2016,4805.32
,266.18,0,0,64,Snowfall,Flurries,22-12-2016 13:00,22-12-2016,5136.82
,266.14,0,0,64,Cloudy skies,Fragmented clouds,22-12-2016 14:00,22-12-2016,5009.42
,266.19,0,0,64,Cloudy skies,Fragmented clouds,22-12-2016 15:00,22-12-2016,5421.52
,265.02,0,0,64,Snowfall,Flurries,22-12-2016 16:00,22-12-2016,5376.02
,263.07,0,0,64,Snowfall,Flurries,22-12-2016 17:00,22-12-2016,4677.92
,262.39,0,0,64,Snowfall,Flurries,22-12-2016 19:00,22-12-2016,3631.42
,261.93,0,0,64,Snowfall,Flurries,22-12-2016 20:00,22-12-2016,3311.62
,261.62,0,0,64,Snowfall,Flurries,22-12-2016 21:00,22-12-2016,3172.52
,260.61,0,0,64,Snowfall,Flurries,22-12-2016 22:00,22-12-2016,2756.52
,259.97,0,0,64,Snowfall,Flurries,22-12-2016 23:00,22-12-2016,1725.62
,259.54,0,0,65,Snowfall,Flurries,23-12-2016 00:00,23-12-2016,1144.52
,258.82,0,0,64,Snowfall,Flurries,23-12-2016 01:00,23-12-2016,891.02
,258.33,0,0,64,Snowfall,Flurries,23-12-2016 02:00,23-12-2016,790.92
,257,0,0,65,Snowfall,Flurries,23-12-2016 03:00,23-12-2016,885.82
,256.68,0,0,64,Snowfall,Flurries,23-12-2016 04:00,23-12-2016,1262.82
,257.15,0,0,65,Snowfall,Flurries,23-12-2016 05:00,23-12-2016,3088.02
,256.49,0,0,64,Snowfall,Flurries,23-12-2016 06:00,23-12-2016,5606.12
,256.01,0,0,91,Snowfall,Flurries,23-12-2016 07:00,23-12-2016,6458.92
,255.07,0,0,65,Snowfall,Flurries,23-12-2016 08:00,23-12-2016,5963.62
,255.21,0,0,64,Snowfall,Flurries,23-12-2016 09:00,23-12-2016,6033.82
,256.18,0,0,64,Snowfall,Flurries,23-12-2016 10:00,23-12-2016,6068.92
,256.08,0,0,65,Cloudy skies,Fragmented clouds,23-12-2016 11:00,23-12-2016,6660.42
,256.71,0,0,64,Snowfall,Flurries,23-12-2016 12:00,23-12-2016,6622.72
,257.04,0,0,64,Snowfall,Flurries,23-12-2016 13:00,23-12-2016,6902.22
,257.03,0,0,65,Airborne particles,Smoky air,23-12-2016 14:00,23-12-2016,7197.32
,256.48,0,0,64,Snowfall,Flurries,23-12-2016 15:00,23-12-2016,7301.32
,255.31,0,0,64,Cloudy skies,Fragmented clouds,23-12-2016 16:00,23-12-2016,7300.02
,255.46,0,0,65,Cloudy skies,Fragmented clouds,23-12-2016 17:00,23-12-2016,6399.12
,256.08,0,0,64,Cloudy skies,Fragmented clouds,23-12-2016 19:00,23-12-2016,4055.22
,255.59,0,0,64,Cloudy skies,Fragmented clouds,23-12-2016 20:00,23-12-2016,3263.52
,252.58,0,0,91,Cloudy skies,Full cloud cover,23-12-2016 21:00,23-12-2016,3147.82
,250.62,0,0,90,Cloudy skies,Full cloud cover,23-12-2016 22:00,23-12-2016,2587.52
,249.95,0,0,40,Cloudy skies,Partly cloudy skies,23-12-2016 23:00,23-12-2016,1912.82
,250.64,0,0,1,Clear skies,Clear skies,24-12-2016 00:00,24-12-2016,1292.72
,249.68,0,0,2,Clear skies,Clear skies,24-12-2016 01:00,24-12-2016,966.42
,251.45,0,0,1,Clear skies,Clear skies,24-12-2016 02:00,24-12-2016,798.72
,250.75,0,0,1,Clear skies,Clear skies,24-12-2016 03:00,24-12-2016,763.62
,250.75,0,0,1,Clear skies,Clear skies,24-12-2016 04:00,24-12-2016,1048.32
,249.65,0,0,21,Snowfall,Flurries,24-12-2016 05:00,24-12-2016,2170.22
,249.85,0,0,1,Clear skies,Clear skies,24-12-2016 06:00,24-12-2016,3922.62
,247.55,0,0,2,Clear skies,Clear skies,24-12-2016 08:00,24-12-2016,3739.32
,250.8,0,0,1,Clear skies,Clear skies,24-12-2016 09:00,24-12-2016,4173.52
,255.26,0,0,64,Cloudy skies,Fragmented clouds,24-12-2016 11:00,24-12-2016,5499.52
,256.37,0,0,64,Cloudy skies,Fragmented clouds,24-12-2016 12:00,24-12-2016,6045.52
,258.42,0,0,64,Cloudy skies,Fragmented clouds,24-12-2016 13:00,24-12-2016,5756.92
,259.8,0,0,64,Cloudy skies,Fragmented clouds,24-12-2016 14:00,24-12-2016,5880.42
,260.65,0,0,64,Snowfall,Flurries,24-12-2016 15:00,24-12-2016,5818.02
,261.79,0,0,64,Snowfall,Flurries,24-12-2016 16:00,24-12-2016,5669.82
,261.47,0,0,91,Snowfall,Snowfall,24-12-2016 17:00,24-12-2016,4573.92
,260.67,0,0,64,Snowfall,Snowfall,24-12-2016 19:00,24-12-2016,2577.12
,260.28,0.902857143,0,65,Rainfall,Soft rain,24-12-2016 20:00,24-12-2016,2994.42
,260.6,1.27,0,90,Rainfall,Steady rain,24-12-2016 21:00,24-12-2016,3306.42
,260.77,0.817142857,0,64,Rainfall,Soft rain,24-12-2016 22:00,24-12-2016,3034.72
,260.97,1.162857143,0,64,Rainfall,Steady rain,24-12-2016 23:00,24-12-2016,2215.72
1,260.57,0.25,0,64,Rainfall,Soft rain,25-12-2016 00:00,25-12-2016,1351.22
,261.15,0,0,64,Cloudy skies,Fragmented clouds,25-12-2016 01:00,25-12-2016,1141.92
,261.1,0,0,64,Cloudy skies,Fragmented clouds,25-12-2016 02:00,25-12-2016,790.92
,261.88,0,0,64,Snowfall,Snowfall,25-12-2016 03:00,25-12-2016,644.02
,261.83,0,0,64,Cloudy skies,Fragmented clouds,25-12-2016 04:00,25-12-2016,657.02
,262.34,0,0,65,Cloudy skies,Fragmented clouds,25-12-2016 05:00,25-12-2016,766.22
,263.75,0,0,64,Snowfall,Flurries,25-12-2016 06:00,25-12-2016,1031.42
,264.03,0,0,65,Snowfall,Snowfall,25-12-2016 07:00,25-12-2016,1123.72
,264.41,0,0,65,Snowfall,Flurries,25-12-2016 08:00,25-12-2016,1307.02
,264.26,0,0,64,Light fog,Fine fog,25-12-2016 09:00,25-12-2016,1946.62
,265.46,0,0,64,Airborne particles,Smoky air,25-12-2016 10:00,25-12-2016,2614.82
,266.13,0,0,64,Snowfall,Flurries,25-12-2016 11:00,25-12-2016,3141.32
,268.56,0,0,65,Light fog,Fine fog,25-12-2016 12:00,25-12-2016,3543.02
,269.2,0,0,90,Airborne particles,Smoky air,25-12-2016 13:00,25-12-2016,3735.42
,270.08,0.25,0,64,Rainfall,Soft rain,25-12-2016 14:00,25-12-2016,3917.42
,268.63,0.538571429,0,64,Rainfall,Soft rain,25-12-2016 15:00,25-12-2016,3895.32
,267.88,0,0,64,Cloudy skies,Fragmented clouds,25-12-2016 16:00,25-12-2016,3930.42
,265.81,0,0,64,Cloudy skies,Fragmented clouds,25-12-2016 17:00,25-12-2016,3981.12
,264.82,0,0,64,Cloudy skies,Fragmented clouds,25-12-2016 19:00,25-12-2016,3957.72
,263.89,0,0,90,Cloudy skies,Full cloud cover,25-12-2016 20:00,25-12-2016,3897.92
,263.23,0,0,64,Cloudy skies,Fragmented clouds,25-12-2016 22:00,25-12-2016,2705.82
,263.1,0,0,64,Snowfall,Flurries,25-12-2016 23:00,25-12-2016,1773.72
,263.99,0,0,64,Snowfall,Flurries,26-12-2016 00:00,26-12-2016,1190.02
,263.99,0,0,64,Snowfall,Flurries,26-12-2016 01:00,26-12-2016,850.72
,263.99,0,0,65,Snowfall,Flurries,26-12-2016 02:00,26-12-2016,749.32
,264.12,0,0,65,Snowfall,Flurries,26-12-2016 03:00,26-12-2016,824.72
,264.09,0,0,64,Snowfall,Flurries,26-12-2016 04:00,26-12-2016,1183.52
,264.24,0,0,64,Cloudy skies,Fragmented clouds,26-12-2016 05:00,26-12-2016,2907.32
,263.35,0,0,64,Cloudy skies,Fragmented clouds,26-12-2016 06:00,26-12-2016,5321.42
,262.57,0,0,65,Cloudy skies,Fragmented clouds,26-12-2016 07:00,26-12-2016,5448.82
,262.91,0,0,64,Cloudy skies,Fragmented clouds,26-12-2016 08:00,26-12-2016,5041.92
,263.92,0,0,65,Snowfall,Flurries,26-12-2016 09:00,26-12-2016,4703.92
,265.74,0,0,64,Snowfall,Flurries,26-12-2016 10:00,26-12-2016,4928.82
,267.77,0,0,65,Cloudy skies,Fragmented clouds,26-12-2016 11:00,26-12-2016,5651.62
,268.4,0,0,64,Snowfall,Flurries,26-12-2016 12:00,26-12-2016,5893.42
,269.54,0,0,65,Snowfall,Flurries,26-12-2016 13:00,26-12-2016,6315.92
,269.58,0,0,64,Snowfall,Flurries,26-12-2016 14:00,26-12-2016,6764.42
,269.88,0,0,64,Snowfall,Flurries,26-12-2016 15:00,26-12-2016,6881.42
,270.25,0,0,65,Cloudy skies,Fragmented clouds,26-12-2016 16:00,26-12-2016,7106.32
,269.77,0,0,64,Cloudy skies,Fragmented clouds,26-12-2016 18:00,26-12-2016,4928.82
,269.11,0,0,64,Cloudy skies,Fragmented clouds,26-12-2016 19:00,26-12-2016,3933.02
,269.37,0,0,64,Cloudy skies,Fragmented clouds,26-12-2016 20:00,26-12-2016,3319.42
,268.61,0,0,64,Cloudy skies,Fragmented clouds,26-12-2016 21:00,26-12-2016,3244.02
,267.48,0,0,64,Dense fog,Dense fog,26-12-2016 22:00,26-12-2016,3054.22
,265.64,0,0,65,Light fog,Fine fog,26-12-2016 23:00,26-12-2016,1975.22
,265.32,0,0,64,Dense fog,Dense fog,27-12-2016 00:00,27-12-2016,1318.72
,263.08,0,0,64,Airborne particles,Smoky air,27-12-2016 01:00,27-12-2016,967.72
,262.61,0,0,64,Light fog,Fine fog,27-12-2016 02:00,27-12-2016,823.42
,262.86,0,0,65,Dense fog,Dense fog,27-12-2016 03:00,27-12-2016,863.72
,263.96,0,0,64,Light fog,Fine fog,27-12-2016 04:00,27-12-2016,1245.92
,266.73,0,0,64,Light fog,Fine fog,27-12-2016 05:00,27-12-2016,3041.22
,267.68,0,0,65,Light fog,Fine fog,27-12-2016 06:00,27-12-2016,5634.72
,268.03,0,0,64,Light fog,Fine fog,27-12-2016 07:00,27-12-2016,5672.42
,267.99,0,0,64,Cloudy skies,Fragmented clouds,27-12-2016 08:00,27-12-2016,5552.82
,269.49,0,0,64,Light fog,Fine fog,27-12-2016 09:00,27-12-2016,5282.42
,271.63,0,0,65,Cloudy skies,Fragmented clouds,27-12-2016 10:00,27-12-2016,5489.12
,272.84,0,0,64,Cloudy skies,Fragmented clouds,27-12-2016 11:00,27-12-2016,6340.62
,275.15,0,0,64,Cloudy skies,Fragmented clouds,27-12-2016 12:00,27-12-2016,6682.52
,276.4,0.41,0,64,Rainfall,Soft rain,27-12-2016 13:00,27-12-2016,6941.22
,277.06,0.79,0,64,Rainfall,Soft rain,27-12-2016 14:00,27-12-2016,7214.22
,277.15,1.06,0,65,Rainfall,Steady rain,27-12-2016 15:00,27-12-2016,7267.52
,277.31,0.95,0,65,Rainfall,Soft rain,27-12-2016 16:00,27-12-2016,7951.32
,276.31,0.454285714,0,64,Rainfall,Soft rain,27-12-2016 17:00,27-12-2016,7163.52
,275.4,0.25,0,64,Rainfall,Soft rain,27-12-2016 19:00,27-12-2016,4515.42
,274.72,0.25,0,64,Rainfall,Soft rain,27-12-2016 20:00,27-12-2016,3652.22
,272.71,0,0,64,Cloudy skies,Fragmented clouds,27-12-2016 22:00,27-12-2016,3587.22
,271.16,0,0,65,Light fog,Fine fog,28-12-2016 00:00,28-12-2016,1655.42
,270.71,0,0,64,Light fog,Fine fog,28-12-2016 01:00,28-12-2016,1231.62
,270.22,0,0,64,Light fog,Fine fog,28-12-2016 02:00,28-12-2016,1092.52
,269.93,0,0,64,Dense fog,Dense fog,28-12-2016 03:00,28-12-2016,870.22
,269.21,0,0,65,Dense fog,Dense fog,28-12-2016 04:00,28-12-2016,842.92
,269.3,0,0,64,Dense fog,Dense fog,28-12-2016 05:00,28-12-2016,1321.32
,269.36,0,0,64,Light fog,Fine fog,28-12-2016 06:00,28-12-2016,1841.32
,269.5,0,0,64,Light fog,Fine fog,28-12-2016 07:00,28-12-2016,2220.92
,269.57,0,0,75,Light fog,Fine fog,28-12-2016 08:00,28-12-2016,2794.22
,269.79,0,0,64,Dense fog,Dense fog,28-12-2016 09:00,28-12-2016,3752.32
,271.38,0,0,64,Dense fog,Dense fog,28-12-2016 10:00,28-12-2016,4495.92
,274.45,0,0,64,Light fog,Fine fog,28-12-2016 11:00,28-12-2016,5031.52
,277.53,0.25,0,65,Rainfall,Soft rain,28-12-2016 12:00,28-12-2016,5493.02
,279.12,1.07,0,65,Rainfall,Steady rain,28-12-2016 13:00,28-12-2016,5832.32
,280.64,0.91,0,64,Rainfall,Soft rain,28-12-2016 14:00,28-12-2016,5728.32
,279.62,1.495714286,0,64,Rainfall,Steady rain,28-12-2016 15:00,28-12-2016,6174.22
,278.95,1.052857143,0,65,Rainfall,Soft rain,28-12-2016 16:00,28-12-2016,6215.82
,275.55,0.35,0,65,Rainfall,Soft rain,28-12-2016 17:00,28-12-2016,6058.52
,273.46,0.392857143,0,65,Rainfall,Soft rain,28-12-2016 19:00,28-12-2016,4597.32
,272.92,0.292857143,0,64,Rainfall,Soft rain,28-12-2016 20:00,28-12-2016,3874.52
,273.24,0,0,64,Cloudy skies,Fragmented clouds,28-12-2016 21:00,28-12-2016,3656.12
,271.22,0,0,64,Light fog,Fine fog,28-12-2016 22:00,28-12-2016,3514.42
,270.11,0.392857143,0,64,Rainfall,Soft rain,28-12-2016 23:00,28-12-2016,2440.62
,267,0,0,64,Light fog,Fine fog,29-12-2016 00:00,29-12-2016,1793.22
,264.99,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 01:00,29-12-2016,1370.72
,263.36,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 02:00,29-12-2016,1100.32
,262.31,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 03:00,29-12-2016,849.42
,260.94,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 04:00,29-12-2016,811.72
,259.2,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 05:00,29-12-2016,1050.92
,258.33,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 06:00,29-12-2016,1355.12
,256.76,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 07:00,29-12-2016,1639.82
,255.53,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 08:00,29-12-2016,2227.42
,254.35,0,0,20,Cloudy skies,Scattered clouds,29-12-2016 09:00,29-12-2016,3367.52
,254.4,0,0,91,Cloudy skies,Full cloud cover,29-12-2016 10:00,29-12-2016,4876.82
,254.93,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 12:00,29-12-2016,4537.52
,255.73,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 13:00,29-12-2016,4884.62
,255.69,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 14:00,29-12-2016,4921.02
,256.3,0,0,64,Cloudy skies,Fragmented clouds,29-12-2016 15:00,29-12-2016,5324.02
,252.45,0,0,1,Clear skies,Clear skies,29-12-2016 16:00,29-12-2016,5239.52
,251.5,0,0,1,Clear skies,Clear skies,29-12-2016 17:00,29-12-2016,4757.22
,250.2,0,0,1,Clear skies,Clear skies,29-12-2016 18:00,29-12-2016,4161.82
,249.55,0,0,1,Clear skies,Clear skies,29-12-2016 19:00,29-12-2016,3736.72
,250.24,0,0,6,Clear skies,Clear skies,29-12-2016 20:00,29-12-2016,3114.02
,248.64,0,0,1,Clear skies,Clear skies,29-12-2016 21:00,29-12-2016,3673.02
,249.13,0,0,1,Clear skies,Clear skies,29-12-2016 22:00,29-12-2016,3831.62
,248.23,0,0,1,Clear skies,Clear skies,29-12-2016 23:00,29-12-2016,1833.52
,249.85,0,0,1,Clear skies,Clear skies,30-12-2016 00:00,30-12-2016,1141.92
,249.25,0,0,2,Clear skies,Clear skies,30-12-2016 01:00,30-12-2016,885.82
,248.63,0,0,1,Clear skies,Clear skies,30-12-2016 02:00,30-12-2016,798.72
,248.73,0,0,1,Clear skies,Clear skies,30-12-2016 03:00,30-12-2016,759.72
,250.15,0,0,2,Clear skies,Clear skies,30-12-2016 04:00,30-12-2016,1234.22
,249.95,0,0,1,Clear skies,Clear skies,30-12-2016 05:00,30-12-2016,3163.42
,248.78,0,0,1,Clear skies,Clear skies,30-12-2016 06:00,30-12-2016,6393.92
,249.77,0,0,90,Cloudy skies,Full cloud cover,30-12-2016 07:00,30-12-2016,6738.42
,250.67,0,0,90,Cloudy skies,Full cloud cover,30-12-2016 08:00,30-12-2016,6128.72
,251.51,0,0,90,Snowfall,Flurries,30-12-2016 09:00,30-12-2016,5356.52
,253.44,0,0,90,Snowfall,Flurries,30-12-2016 10:00,30-12-2016,5353.92
,254.74,0,0,90,Snowfall,Flurries,30-12-2016 11:00,30-12-2016,5398.12
,255.39,0,0,90,Snowfall,Flurries,30-12-2016 12:00,30-12-2016,5200.52
,256.12,0,0,90,Snowfall,Flurries,30-12-2016 13:00,30-12-2016,4698.72
,256.3,0,0,90,Snowfall,Flurries,30-12-2016 14:00,30-12-2016,5343.52
,256.41,0.76,0,90,Rainfall,Soft rain,30-12-2016 15:00,30-12-2016,5933.72
,256.41,0.35,0,91,Rainfall,Soft rain,30-12-2016 16:00,30-12-2016,5548.92
,256.92,0,0,90,Snowfall,Flurries,30-12-2016 17:00,30-12-2016,5408.52
,256.07,0,0,64,Cloudy skies,Fragmented clouds,30-12-2016 18:00,30-12-2016,4377.62
,257.02,0,0,65,Cloudy skies,Fragmented clouds,30-12-2016 19:00,30-12-2016,3467.62
,256,0,0,64,Cloudy skies,Fragmented clouds,30-12-2016 20:00,30-12-2016,2841.02
,256.49,0,0,64,Cloudy skies,Fragmented clouds,30-12-2016 21:00,30-12-2016,2588.82
,255.5,0,0,90,Snowfall,Flurries,30-12-2016 22:00,30-12-2016,2266.42
,254.35,0,0,91,Snowfall,Flurries,30-12-2016 23:00,30-12-2016,1652.82
,251.61,0,0,64,Cloudy skies,Fragmented clouds,31-12-2016 00:00,31-12-2016,1178.32
,250.84,0,0,1,Clear skies,Clear skies,31-12-2016 01:00,31-12-2016,878.02
,249.86,0,0,2,Clear skies,Clear skies,31-12-2016 02:00,31-12-2016,803.92
